code,ctp_eng,ctp_kor
11710114,Macheon-dong,마천동
11740101,Myeongil-dong,명일동
11740102,Godeok-dong,고덕동
11740103,Sangil-dong,상일동
11740105,Gil-dong,길동
11740106,Dunchon-dong,둔촌동
11740107,Amsa-dong,암사동
11740108,Seongnae-dong,성내동
11740109,Cheonho-dong,천호동
11740110,Gangil-dong,강일동
26110101,Yeongju-dong,영주동
26110102,Daechang-dong 1(il)-ga,대창동1가
26110103,Daechang-dong 2(i)-ga,대창동2가
26110104,Jungang-dong 1(il)-ga,중앙동1가
26110105,Jungang-dong 2(i)-ga,중앙동2가
26110106,Jungang-dong 3(sam)-ga,중앙동3가
26110107,Jungang-dong 4(sa)-ga,중앙동4가
26110108,Jungang-dong 5(o)-ga,중앙동5가
26110109,Jungang-dong 6(yuk)-ga,중앙동6가
26110110,Jungang-dong 7(chil)-ga,중앙동7가
26110111,Donggwang-dong 1(il)-ga,동광동1가
26110112,Donggwang-dong 2(i)-ga,동광동2가
26110113,Donggwang-dong 3(sam)-ga,동광동3가
26110114,Donggwang-dong 4(sa)-ga,동광동4가
26110115,Donggwang-dong 5(o)-ga,동광동5가
26110116,Daecheong-dong 1(il)-ga,대청동1가
26110117,Daecheong-dong 2(i)-ga,대청동2가
26110118,Daecheong-dong 3(sam)-ga,대청동3가
26110119,Daecheong-dong 4(sa)-ga,대청동4가
26110120,Bosu-dong 1(il)-ga,보수동1가
26110121,Bosu-dong 2(i)-ga,보수동2가
26110122,Bosu-dong 3(sam)-ga,보수동3가
26110123,Bupyeong-dong 1(il)-ga,부평동1가
26110124,Bupyeong-dong 2(i)-ga,부평동2가
26110125,Bupyeong-dong 3(sam)-ga,부평동3가
26110126,Bupyeong-dong 4(sa)-ga,부평동4가
26110127,Sinchang-dong 1(il)-ga,신창동1가
26110128,Sinchang-dong 2(i)-ga,신창동2가
26110129,Sinchang-dong 3(sam)-ga,신창동3가
26110130,Sinchang-dong 4(sa)-ga,신창동4가
26110131,Changseon-dong 1(il)-ga,창선동1가
26110132,Changseon-dong 2(i)-ga,창선동2가
26110133,Gwangbok-dong 1(il)-ga,광복동1가
26110134,Gwangbok-dong 2(i)-ga,광복동2가
26110135,Gwangbok-dong 3(sam)-ga,광복동3가
26110136,Nampo-dong 1(il)-ga,남포동1가
26110137,Nampo-dong 2(i)-ga,남포동2가
26110138,Nampo-dong 3(sam)-ga,남포동3가
26110139,Nampo-dong 4(sa)-ga,남포동4가
26110140,Nampo-dong 5(o)-ga,남포동5가
26110141,Nampo-dong 6(yuk)-ga,남포동6가
26140101,Dongdaesin-dong 1(il)-ga,동대신동1가
26140102,Dongdaesin-dong 2(i)-ga,동대신동2가
26140103,Dongdaesin-dong 3(sam)-ga,동대신동3가
26140104,Seodaesin-dong 1(il)-ga,서대신동1가
26140105,Seodaesin-dong 2(i)-ga,서대신동2가
26140106,Seodaesin-dong 3(sam)-ga,서대신동3가
26140107,Buyong-dong 1(il)-ga,부용동1가
26140108,Buyong-dong 2(i)-ga,부용동2가
26140109,Bumin-dong 1(il)-ga,부민동1가
26140110,Bumin-dong 2(i)-ga,부민동2가
26140111,Bumin-dong 3(sam)-ga,부민동3가
26140112,Toseong-dong 1(il)-ga,토성동1가
26140113,Toseong-dong 2(i)-ga,토성동2가
26140114,Toseong-dong 3(sam)-ga,토성동3가
26140115,Ami-dong 1(il)-ga,아미동1가
26140116,Ami-dong 2(i)-ga,아미동2가
26140117,Toseong-dong 4(sa)-ga,토성동4가
26140118,Toseong-dong 5(o)-ga,토성동5가
26140119,Chojang-dong,초장동
26140120,Chungmu-dong 1(il)-ga,충무동1가
26140121,Chungmu-dong 2(i)-ga,충무동2가
26140122,Chungmu-dong 3(sam)-ga,충무동3가
26140123,Nambumin-dong,남부민동
26140124,Amnam-dong,암남동
26170101,Choryang-dong,초량동
26170102,Sujeong-dong,수정동
26170103,Jwacheon-dong,좌천동
26170104,Beomil-dong,범일동
26200101,Daegyo-dong 1(il)-ga,대교동1가
26200102,Daegyo-dong 2(i)-ga,대교동2가
26200103,Daepyeong-dong 1(il)-ga,대평동1가
26200104,Daepyeong-dong 2(i)-ga,대평동2가
26200105,Namhang-dong 1(il)-ga,남항동1가
26200106,Namhang-dong 2(i)-ga,남항동2가
26200107,Namhang-dong 3(sam)-ga,남항동3가
26200108,Yeongseon-dong 1(il)-ga,영선동1가
26200109,Yeongseon-dong 2(i)-ga,영선동2가
26200110,Yeongseon-dong 3(sam)-ga,영선동3가
26200111,Yeongseon-dong 4(sa)-ga,영선동4가
26200112,Sinseon-dong 1(il)-ga,신선동1가
26200113,Sinseon-dong 2(i)-ga,신선동2가
26200114,Sinseon-dong 3(sam)-ga,신선동3가
26200115,Bongnae-dong 1(il)-ga,봉래동1가
26200116,Bongnae-dong 2(i)-ga,봉래동2가
26200117,Bongnae-dong 3(sam)-ga,봉래동3가
26200118,Bongnae-dong 4(sa)-ga,봉래동4가
26200119,Bongnae-dong 5(o)-ga,봉래동5가
26200120,Cheonghak-dong,청학동
26200121,Dongsam-dong,동삼동
26230101,Yangjeong-dong,양정동
26230102,Jeonpo-dong,전포동
26230103,Bujeon-dong,부전동
26230104,Beomcheon-dong,범천동
26230105,Beomjeon-dong,범전동
26230106,Yeonji-dong,연지동
26230107,Choeup-dong,초읍동
26230108,Buam-dong,부암동
26230109,Danggam-dong,당감동
26230110,Gaya-dong,가야동
26230111,Gaegeum-dong,개금동
26260101,Myeongjang-dong,명장동
26260102,Allak-dong,안락동
26260103,Chilsan-dong,칠산동
26260104,Nangmin-dong,낙민동
26260105,Bokcheon-dong,복천동
26260106,Suan-dong,수안동
26260107,Myeongnyun-dong,명륜동
26260108,Oncheon-dong,온천동
26260109,Sajik-dong,사직동
26290106,Daeyeon-dong,대연동
26290107,Yongho-dong,용호동
26290108,Yongdang-dong,용당동
26290109,Munhyeon-dong,문현동
26290110,Uam-dong,우암동
26290111,Gamman-dong,감만동
26320101,Geumgok-dong,금곡동
26320102,Hwamyeong-dong,화명동
26320103,Mandeok-dong,만덕동
26320104,Deokcheon-dong,덕천동
26320105,Gupo-dong,구포동
26350101,Bansong-dong,반송동
26350102,Seokdae-dong,석대동
26350103,Banyeo-dong,반여동
26350104,Jaesong-dong,재송동
26350105,U-dong,우동
26350106,Jung-dong,중동
26350107,Jwa-dong,좌동
26350108,Songjeong-dong,송정동
26380101,Goejeong-dong,괴정동
26380102,Dangni-dong,당리동
26380103,Hadan-dong,하단동
26380104,Sinpyeong-dong,신평동
26380105,Jangnim-dong,장림동
26380106,Dadae-dong,다대동
26380107,Gupyeong-dong,구평동
26380108,Gamcheon-dong,감천동
26410101,Dugu-dong,두구동
26410102,Nopo-dong,노포동
26410103,Cheongnyong-dong,청룡동
26410104,Namsan-dong,남산동
26410105,Seon-dong,선동
26410106,Oryun-dong,오륜동
26410107,Guseo-dong,구서동
26410108,Jangjeon-dong,장전동
26410109,Bugok-dong,부곡동
26410110,Seo-dong,서동
26410111,Geumsa-dong,금사동
26410112,Hoedong-dong,회동동
26410113,Geumseong-dong,금성동
26440101,Daejeo 1(il)-dong,대저1동
26440102,Daejeo 2(i)-dong,대저2동
26440103,Gangdong-dong,강동동
26440104,Myeongji-dong,명지동
26440105,Jungnim-dong,죽림동
26440106,Singman-dong,식만동
26440107,Jukdong-dong,죽동동
26440108,Bongnim-dong,봉림동
26440109,Songjeong-dong,송정동
26440110,Hwajeon-dong,화전동
26440111,Noksan-dong,녹산동
26440112,Saenggok-dong,생곡동
26440113,Gurang-dong,구랑동
26440114,Jisa-dong,지사동
26440115,Mieum-dong,미음동
26440116,Beombang-dong,범방동
26440117,Sinho-dong,신호동
26440118,Dongseon-dong,동선동
26440119,Seongbuk-dong,성북동
26440120,Nulcha-dong,눌차동
26440121,Cheonseong-dong,천성동
26440122,Daehang-dong,대항동
26470101,Geoje-dong,거제동
26470102,Yeonsan-dong,연산동
26500101,Mangmi-dong,망미동
26500102,Suyeong-dong,수영동
26500103,Millak-dong,민락동
26500104,Gwangan-dong,광안동
26500105,Namcheon-dong,남천동
26530101,Samnak-dong,삼락동
26530102,Mora-dong,모라동
26530103,Deokpo-dong,덕포동
26530104,Gwaebeop-dong,괘법동
26530105,Gamjeon-dong,감전동
26530106,Jurye-dong,주례동
26530107,Hakjang-dong,학장동
26530108,Eomgung-dong,엄궁동
26710250,Gijang-eup,기장읍
26710253,Jangan-eup,장안읍
26710256,Jeonggwan-eup,정관읍
26710310,Ilgwang-myeon,일광면
26710330,Cheolma-myeon,철마면
27110101,Dongin-dong 1(il)-ga,동인동1가
27110102,Dongin-dong 2(i)-ga,동인동2가
27110103,Dongin-dong 3(sam)-ga,동인동3가
27110104,Dongin-dong 4(sa)-ga,동인동4가
27110105,Samdeok-dong 1(il)-ga,삼덕동1가
27110106,Samdeok-dong 2(i)-ga,삼덕동2가
27110107,Samdeok-dong 3(sam)-ga,삼덕동3가
27110108,Bongsan-dong,봉산동
27110109,Janggwan-dong,장관동
27110110,Sangseo-dong,상서동
27110111,Su-dong,수동
27110112,Deoksan-dong,덕산동
27110113,Jongno 1(il)-ga,종로1가
27110114,Jongno 2(i)-ga,종로2가
27110115,Sail-dong,사일동
27110116,Dongil-dong,동일동
27110117,Namil-dong,남일동
27110118,Jeon-dong,전동
27110119,Dongseongno 3(sam)-ga,동성로3가
27110120,Dongmun-dong,동문동
27110121,Munhwa-dong,문화동
27110122,Gongpyeong-dong,공평동
27110123,Dongseongno 2(i)-ga,동성로2가
27110124,Taepyeongno 1(il)-ga,태평로1가
27110125,Gyo-dong,교동
27110126,Yongdeok-dong,용덕동
27110127,Sangdeok-dong,상덕동
27110128,Wanjeon-dong,완전동
27110129,Dowon-dong,도원동
27110130,Suchang-dong,수창동
27110131,Taepyeongno 3(sam)-ga,태평로3가
27110132,Ingyo-dong,인교동
27110133,Seoya-dong,서야동
27110134,Seoseongno 1(il)-ga,서성로1가
27110135,Sijangbungno,시장북로
27110136,Haseo-dong,하서동
27110137,Namseongno,남성로
27110138,Gyesan-dong 1(il)-ga,계산동1가
27110139,Gyesan-dong 2(i)-ga,계산동2가
27110140,Dongsan-dong,동산동
27110141,Seomunno 2(i)-ga,서문로2가
27110142,Seoseongno 2(i)-ga,서성로2가
27110143,Pojeong-dong,포정동
27110144,Seomunno 1(il)-ga,서문로1가
27110145,Seonae-dong,서내동
27110146,Bukseongno 2(i)-ga,북성로2가
27110147,Daean-dong,대안동
27110148,Dongseongno 1(il)-ga,동성로1가
27110149,Taepyeongno 2(i)-ga,태평로2가
27110150,Bukseongno 1(il)-ga,북성로1가
27110151,Hwajeon-dong,화전동
27110152,Hyangchon-dong,향촌동
27110153,Bungnae-dong,북내동
27110154,Daesin-dong,대신동
27110155,Dalseong-dong,달성동
27110156,Namsan-dong,남산동
27110157,Daebong-dong,대봉동
27140101,Sinam-dong,신암동
27140102,Sincheon-dong,신천동
27140103,Hyomok-dong,효목동
27140104,Pyeonggwang-dong,평광동
27140105,Bongmu-dong,봉무동
27140106,Bullo-dong,불로동
27140107,Do-dong,도동
27140108,Jijeo-dong,지저동
27140109,Ipseok-dong,입석동
27140110,Geomsa-dong,검사동
27140111,Bangchon-dong,방촌동
27140112,Dunsan-dong,둔산동
27140113,Bu-dong,부동
27140114,Sinpyeong-dong,신평동
27140115,Seoho-dong,서호동
27140116,Dongho-dong,동호동
27140117,Singi-dong,신기동
27140118,Yulha-dong,율하동
27140119,Yonggye-dong,용계동
27140120,Yuram-dong,율암동
27140121,Sangmae-dong,상매동
27140122,Maeyeo-dong,매여동
27140123,Gaksan-dong,각산동
27140124,Sinseo-dong,신서동
27140125,Dongnae-dong,동내동
27140126,Goejeon-dong,괴전동
27140127,Geumgang-dong,금강동
27140128,Daerim-dong,대림동
27140129,Sabok-dong,사복동
27140130,Sukcheon-dong,숙천동
27140131,Naegok-dong,내곡동
27140132,Neungseong-dong,능성동
27140133,Jinin-dong,진인동
27140134,Dohak-dong,도학동
27140135,Baegan-dong,백안동
27140136,Migok-dong,미곡동
27140137,Yongsu-dong,용수동
27140138,Sinmu-dong,신무동
27140139,Midae-dong,미대동
27140140,Nae-dong,내동
27140141,Sinyong-dong,신용동
27140142,Jungdae-dong,중대동
27140143,Songjeong-dong,송정동
27140144,Deokgok-dong,덕곡동
27140145,Jimyo-dong,지묘동
27170101,Naedang-dong,내당동
27170102,Bisan-dong,비산동
27170103,Pyeongni-dong,평리동
27170104,Sangni-dong,상리동
27170105,Jungni-dong,중리동
27170106,Ihyeon-dong,이현동
27170107,Wondae-dong 1(il)-ga,원대동1가
27170108,Wondae-dong 2(i)-ga,원대동2가
27170109,Wondae-dong 3(sam)-ga,원대동3가
27200101,Icheon-dong,이천동
27200102,Bongdeok-dong,봉덕동
27200103,Daemyeong-dong,대명동
27230101,Chilseong-dong 1(il)-ga,칠성동1가
27230102,Chilseong-dong 2(i)-ga,칠성동2가
27230103,Goseong-dong 1(il)-ga,고성동1가
27230104,Goseong-dong 2(i)-ga,고성동2가
27230105,Goseong-dong 3(sam)-ga,고성동3가
27230106,Chimsan-dong,침산동
27230107,Nowon-dong 1(il)-ga,노원동1가
27230108,Nowon-dong 2(i)-ga,노원동2가
27230109,Nowon-dong 3(sam)-ga,노원동3가
27230110,Daehyeon-dong,대현동
27230111,Sangyeok-dong,산격동
27230112,Bokhyeon-dong,복현동
27230113,Geomdan-dong,검단동
27230114,Dongbyeon-dong,동변동
27230115,Seobyeon-dong,서변동
27230116,Joya-dong,조야동
27230117,Nogok-dong,노곡동
27230118,Eumnae-dong,읍내동
27230119,Dongho-dong,동호동
27230120,Hakjeong-dong,학정동
27230121,Donam-dong,도남동
27230122,Gugu-dong,국우동
27230123,Guam-dong,구암동
27230124,Dongcheon-dong,동천동
27230125,Gwaneum-dong,관음동
27230126,Taejeon-dong,태전동
27230127,Maecheon-dong,매천동
27230128,Paldal-dong,팔달동
27230129,Geumho-dong,금호동
27230130,Sasu-dong,사수동
27230131,Yeongyeong-dong,연경동
27260101,Beomeo-dong,범어동
27260102,Manchon-dong,만촌동
27260103,Suseong-dong 1(il)-ga,수성동1가
27260104,Suseong-dong 2(i)-ga,수성동2가
27260105,Suseong-dong 3(sam)-ga,수성동3가
27260106,Suseong-dong 4(sa)-ga,수성동4가
27260107,Hwanggeum-dong,황금동
27260108,Jung-dong,중동
27260109,Sang-dong,상동
27260110,Pa-dong,파동
27260111,Dusan-dong,두산동
27260112,Jisan-dong,지산동
27260113,Beommul-dong,범물동
27260114,Siji-dong,시지동
27260115,Maeho-dong,매호동
27260116,Seong-dong,성동
27260117,Sawol-dong,사월동
27260118,Sinmae-dong,신매동
27260119,Uksu-dong,욱수동
27260120,Nobyeon-dong,노변동
27260122,Samdeok-dong,삼덕동
27260123,Yeonho-dong,연호동
27260124,Icheon-dong,이천동
27260125,Gomo-dong,고모동
27260126,Gacheon-dong,가천동
27260127,Daeheung-dong,대흥동
27290101,Seongdang-dong,성당동
27290102,Duryu-dong,두류동
27290104,Paho-dong,파호동
27290105,Horim-dong,호림동
27290106,Galsan-dong,갈산동
27290107,Sindang-dong,신당동
27290108,Igok-dong,이곡동
27290109,Jang-dong,장동
27290110,Janggi-dong,장기동
27290111,Yongsan-dong,용산동
27290112,Jukjeon-dong,죽전동
27290113,Gamsam-dong,감삼동
27290114,Bolli-dong,본리동
27290115,Sangin-dong,상인동
27290116,Dowon-dong,도원동
27290117,Jincheon-dong,진천동
27290118,Yucheon-dong,유천동
27290119,Daecheon-dong,대천동
27290120,Wolseong-dong,월성동
27290121,Woram-dong,월암동
27290122,Songhyeon-dong,송현동
27290123,Daegok-dong,대곡동
27290124,Bon-dong,본동
27290125,Hosan-dong,호산동
27710250,Hwawon-eup,화원읍
27710253,Nongong-eup,논공읍
27710256,Dasa-eup,다사읍
27710259,Yuga-eup,유가읍
27710262,Okpo-eup,옥포읍
27710265,Hyeonpung-eup,현풍읍
27710310,Gachang-myeon,가창면
27710330,Habin-myeon,하빈면
27710380,Guji-myeon,구지면
28110101,Jungang-dong 1(il)-ga,중앙동1가
28110102,Jungang-dong 2(i)-ga,중앙동2가
28110103,Jungang-dong 3(sam)-ga,중앙동3가
28110104,Jungang-dong 4(sa)-ga,중앙동4가
28110105,Haean-dong 1(il)-ga,해안동1가
28110106,Haean-dong 2(i)-ga,해안동2가
28110107,Haean-dong 3(sam)-ga,해안동3가
28110108,Haean-dong 4(sa)-ga,해안동4가
28110109,Gwan-dong 1(il)-ga,관동1가
28110110,Gwan-dong 2(i)-ga,관동2가
28110111,Gwan-dong 3(sam)-ga,관동3가
28110112,Hang-dong 1(il)-ga,항동1가
28110113,Hang-dong 2(i)-ga,항동2가
28110114,Hang-dong 3(sam)-ga,항동3가
28110115,Hang-dong 4(sa)-ga,항동4가
28110116,Hang-dong 5(o)-ga,항동5가
28110117,Hang-dong 6(yuk)-ga,항동6가
28110118,Hang-dong 7(chil)-ga,항동7가
28110119,Songhak-dong 1(il)-ga,송학동1가
28110120,Songhak-dong 2(i)-ga,송학동2가
28110121,Songhak-dong 3(sam)-ga,송학동3가
28110122,Sa-dong,사동
28110123,Sinsaeng-dong,신생동
28110124,Sinpo-dong,신포동
28110125,Dap-dong,답동
28110126,Sinheung-dong 1(il)-ga,신흥동1가
28110127,Sinheung-dong 2(i)-ga,신흥동2가
28110128,Sinheung-dong 3(sam)-ga,신흥동3가
28110129,Seonhwa-dong,선화동
28110130,Yu-dong,유동
28110131,Yulmok-dong,율목동
28110132,Dowon-dong,도원동
28110133,Nae-dong,내동
28110134,Gyeong-dong,경동
28110135,Yong-dong,용동
28110136,Inhyeon-dong,인현동
28110137,Jeon-dong,전동
28110138,Bukseong-dong 1(il)-ga,북성동1가
28110139,Bukseong-dong 2(i)-ga,북성동2가
28110140,Bukseong-dong 3(sam)-ga,북성동3가
28110141,Seollin-dong,선린동
28110142,Songwol-dong 1(il)-ga,송월동1가
28110143,Songwol-dong 2(i)-ga,송월동2가
28110144,Songwol-dong 3(sam)-ga,송월동3가
28110145,Jungsan-dong,중산동
28110146,Unnam-dong,운남동
28110147,Unseo-dong,운서동
28110148,Unbuk-dong,운북동
28110149,Eurwang-dong,을왕동
28110150,Nambuk-dong,남북동
28110151,Deokgyo-dong,덕교동
28110152,Muui-dong,무의동
28140101,Manseok-dong,만석동
28140102,Hwasu-dong,화수동
28140103,Songhyeon-dong,송현동
28140104,Hwapyeong-dong,화평동
28140105,Changyeong-dong,창영동
28140106,Geumgok-dong,금곡동
28140107,Songnim-dong,송림동
28177101,Sungui-dong,숭의동
28177102,Yonghyeon-dong,용현동
28177103,Hagik-dong,학익동
28177104,Dohwa-dong,도화동
28177105,Juan-dong,주안동
28177106,Gwangyo-dong,관교동
28177107,Munhak-dong,문학동
28185101,Ongnyeon-dong,옥련동
28185102,Seonhak-dong,선학동
28185103,Yeonsu-dong,연수동
28185104,Cheonghak-dong,청학동
28185105,Dongchun-dong,동춘동
28185106,Songdo-dong,송도동
28200101,Guwol-dong,구월동
28200102,Ganseok-dong,간석동
28200103,Mansu-dong,만수동
28200104,Jangsu-dong,장수동
28200105,Seochang-dong,서창동
28200106,Unyeon-dong,운연동
28200107,Namchon-dong,남촌동
28200108,Susan-dong,수산동
28200109,Dorim-dong,도림동
28200110,Nonhyeon-dong,논현동
28200111,Gojan-dong,고잔동
28237101,Bupyeong-dong,부평동
28237102,Sipjeong-dong,십정동
28237103,Sangok-dong,산곡동
28237104,Cheongcheon-dong,청천동
28237105,Samsan-dong,삼산동
28237106,Galsan-dong,갈산동
28237107,Bugae-dong,부개동
28237108,Ilsin-dong,일신동
28237109,Gusan-dong,구산동
28245101,Hyoseong-dong,효성동
28245102,Gyesan-dong,계산동
28245103,Jakjeon-dong,작전동
28245104,Seoun-dong,서운동
28245105,Imhak-dong,임학동
28245106,Yongjong-dong,용종동
28245107,Byeongbang-dong,병방동
28245108,Bangchuk-dong,방축동
28245109,Bakchon-dong,박촌동
28245110,Dongyang-dong,동양동
28245111,Gyulhyeon-dong,귤현동
28245112,Sangya-dong,상야동
28245113,Haya-dong,하야동
28245114,Pyeong-dong,평동
28245115,Nooji-dong,노오지동
28245116,Seonjuji-dong,선주지동
28245117,Ihwa-dong,이화동
28245118,Oryu-dong,오류동
28245119,Galhyeon-dong,갈현동
28245120,Duksil-dong,둑실동
28245121,Moksang-dong,목상동
28245122,Danam-dong,다남동
28245123,Janggi-dong,장기동
28260101,Baekseok-dong,백석동
28260102,Sicheon-dong,시천동
28260103,Geomam-dong,검암동
28260104,Gyeongseo-dong,경서동
28260105,Gongchon-dong,공촌동
28260106,Yeonhui-dong,연희동
28260107,Simgok-dong,심곡동
28260108,Gajeong-dong,가정동
28260109,Sinhyeon-dong,신현동
28260110,Seongnam-dong,석남동
28260111,Wonchang-dong,원창동
28260112,Gajwa-dong,가좌동
28260113,Majeon-dong,마전동
28260114,Dangha-dong,당하동
28260115,Wondang-dong,원당동
28260117,Daegok-dong,대곡동
28260118,Geumgok-dong,금곡동
28260119,Oryu-dong,오류동
28260120,Wanggil-dong,왕길동
28260121,Bullo-dong,불로동
28260122,Cheongna-dong,청라동
28710250,Ganghwa-eup,강화읍
28710310,Seonwon-myeon,선원면
28710320,Bureun-myeon,불은면
28710330,Gilsang-myeon,길상면
28710340,Hwado-myeon,화도면
28710350,Yangdo-myeon,양도면
28710360,Naega-myeon,내가면
28710370,Hajeom-myeon,하점면
28710380,Yangsa-myeon,양사면
28710390,Songhae-myeon,송해면
28710400,Gyodong-myeon,교동면
28710410,Samsan-myeon,삼산면
28710420,Seodo-myeon,서도면
28720310,Bukdo-myeon,북도면
28720330,Baengnyeong-myeon,백령면
28720340,Daecheong-myeon,대청면
28720350,Deokjeok-myeon,덕적면
28720360,Yeongheung-myeon,영흥면
28720370,Jawol-myeon,자월면
28720380,Yeonpyeong-myeon,연평면
29110101,Daein-dong,대인동
29110102,Geumnamno 5(o)-ga,금남로5가
29110103,Chungjangno 5(o)-ga,충장로5가
29110104,Sugi-dong,수기동
29110105,Daeui-dong,대의동
29110106,Gung-dong,궁동
29110107,Jang-dong,장동
29110108,Dongmyeong-dong,동명동
29110109,Gyerim-dong,계림동
29110110,Sansu-dong,산수동
29110111,Jisan-dong,지산동
29110112,Nam-dong,남동
29110113,Gwangsan-dong,광산동
29110114,Geum-dong,금동
29110115,Honam-dong,호남동
29110116,Bullo-dong,불로동
29110117,Hwanggeum-dong,황금동
29110118,Seoseok-dong,서석동
29110119,Sotae-dong,소태동
29110120,Yongyeon-dong,용연동
29110121,Ullim-dong,운림동
29110122,Hak-dong,학동
29110123,Wollam-dong,월남동
29110124,Seongyo-dong,선교동
29110125,Naenam-dong,내남동
29110126,Yongsan-dong,용산동
29110127,Chungjangno 1(il)-ga,충장로1가
29110128,Chungjangno 2(i)-ga,충장로2가
